full_name,hrr,batting_position,team_id,team_name,game_id
Lawrence Butler,2.0,100,133,Athletics,778395
Brent Rooker,0.0,200,133,Athletics,778395
Max Schuemann,0.0,301,133,Athletics,778395
Gio Urshela,7.0,800,133,Athletics,778395
Max Muncy,2.0,900,133,Athletics,778395
Tyler Soderstrom,2.0,300,133,Athletics,778395
Miguel Andujar,5.0,600,133,Athletics,778395
Shea Langeliers,0.0,400,133,Athletics,778395
JJ Bleday,8.0,500,133,Athletics,778395
Jacob Wilson,5.0,700,133,Athletics,778395
Martín Maldonado,4.0,900,135,San Diego Padres,778395
Jose Iglesias,0.0,700,135,San Diego Padres,778395
Yuli Gurriel,3.0,500,135,San Diego Padres,778395
Jason Heyward,0.0,101,135,San Diego Padres,778395
Oscar Gonzalez,0.0,601,135,San Diego Padres,778395
Brandon Lockridge,1.0,800,135,San Diego Padres,778395
Gavin Sheets,0.0,602,135,San Diego Padres,778395
Manny Machado,3.0,300,135,San Diego Padres,778395
Fernando Tatis Jr.,0.0,100,135,San Diego Padres,778395
Xander Bogaerts,4.0,400,135,San Diego Padres,778395
Jake Cronenworth,0.0,600,135,San Diego Padres,778395
Luis Arraez,3.0,200,135,San Diego Padres,778395
Lawrence Butler,0.0,100,133,Athletics,778381
Luis Urías,1.0,800,133,Athletics,778381
Brent Rooker,1.0,200,133,Athletics,778381
Max Schuemann,0.0,802,133,Athletics,778381
Seth Brown,0.0,801,133,Athletics,778381
Max Muncy,0.0,900,133,Athletics,778381
Tyler Soderstrom,0.0,300,133,Athletics,778381
Miguel Andujar,0.0,600,133,Athletics,778381
Shea Langeliers,1.0,400,133,Athletics,778381
JJ Bleday,0.0,500,133,Athletics,778381
Jacob Wilson,1.0,700,133,Athletics,778381
Martín Maldonado,1.0,900,135,San Diego Padres,778381
Jose Iglesias,1.0,600,135,San Diego Padres,778381
Yuli Gurriel,0.0,401,135,San Diego Padres,778381
Jason Heyward,2.0,700,135,San Diego Padres,778381
Oscar Gonzalez,3.0,500,135,San Diego Padres,778381
Brandon Lockridge,1.0,800,135,San Diego Padres,778381
Gavin Sheets,1.0,400,135,San Diego Padres,778381
Manny Machado,2.0,300,135,San Diego Padres,778381
Xander Bogaerts,5.0,200,135,San Diego Padres,778381
Luis Arraez,0.0,100,135,San Diego Padres,778381
Lawrence Butler,1.0,100,133,Athletics,778358
Brent Rooker,1.0,200,133,Athletics,778358
Max Schuemann,0.0,401,133,Athletics,778358
Gio Urshela,1.0,800,133,Athletics,778358
Max Muncy,1.0,900,133,Athletics,778358
Tyler Soderstrom,1.0,300,133,Athletics,778358
Miguel Andujar,6.0,700,133,Athletics,778358
Shea Langeliers,5.0,400,133,Athletics,778358
JJ Bleday,2.0,500,133,Athletics,778358
Jacob Wilson,3.0,600,133,Athletics,778358
Luis Torrens,2.0,800,121,New York Mets,778358
Jose Siri,1.0,900,121,New York Mets,778358
Mark Vientos,0.0,600,121,New York Mets,778358
Luisangel Acuña,3.0,700,121,New York Mets,778358
Pete Alonso,7.0,300,121,New York Mets,778358
Starling Marte,3.0,400,121,New York Mets,778358
Francisco Lindor,1.0,100,121,New York Mets,778358
Brandon Nimmo,3.0,500,121,New York Mets,778358
Juan Soto,3.0,200,121,New York Mets,778358
Lawrence Butler,0.0,201,133,Athletics,778346
Luis Urías,1.0,700,133,Athletics,778346
Brent Rooker,1.0,200,133,Athletics,778346
Jhonny Pereda,2.0,900,133,Athletics,778346
Max Muncy,2.0,800,133,Athletics,778346
Tyler Soderstrom,3.0,300,133,Athletics,778346
Miguel Andujar,1.0,500,133,Athletics,778346
Shea Langeliers,1.0,400,133,Athletics,778346
JJ Bleday,2.0,600,133,Athletics,778346
Jacob Wilson,2.0,100,133,Athletics,778346
Luis Torrens,0.0,902,121,New York Mets,778346
Jose Siri,0.0,800,121,New York Mets,778346
Tyrone Taylor,1.0,801,121,New York Mets,778346
Mark Vientos,1.0,600,121,New York Mets,778346
Jesse Winker,0.0,901,121,New York Mets,778346
Brett Baty,1.0,700,121,New York Mets,778346
Pete Alonso,0.0,300,121,New York Mets,778346
Starling Marte,0.0,500,121,New York Mets,778346
Francisco Lindor,1.0,100,121,New York Mets,778346
Brandon Nimmo,3.0,400,121,New York Mets,778346
Hayden Senger,1.0,900,121,New York Mets,778346
Juan Soto,0.0,200,121,New York Mets,778346
Lawrence Butler,3.0,100,133,Athletics,778333
Brent Rooker,0.0,200,133,Athletics,778333
Seth Brown,1.0,700,133,Athletics,778333
Gio Urshela,0.0,800,133,Athletics,778333
Max Muncy,1.0,900,133,Athletics,778333
Tyler Soderstrom,0.0,300,133,Athletics,778333
Miguel Andujar,0.0,500,133,Athletics,778333
Shea Langeliers,0.0,400,133,Athletics,778333
Jacob Wilson,0.0,600,133,Athletics,778333
Luis Torrens,6.0,600,121,New York Mets,778333
Tyrone Taylor,2.0,800,121,New York Mets,778333
Mark Vientos,4.0,500,121,New York Mets,778333
Luisangel Acuña,2.0,900,121,New York Mets,778333
Brett Baty,3.0,700,121,New York Mets,778333
Pete Alonso,1.0,300,121,New York Mets,778333
Francisco Lindor,4.0,100,121,New York Mets,778333
Brandon Nimmo,3.0,400,121,New York Mets,778333
Juan Soto,0.0,200,121,New York Mets,778333
Lenyn Sosa,3.0,300,145,Chicago White Sox,778309
Greg Jones,0.0,101,145,Chicago White Sox,778309
Nick Maton,0.0,801,145,Chicago White Sox,778309
Jacob Amaya,0.0,800,145,Chicago White Sox,778309
Matt Thaiss,1.0,900,145,Chicago White Sox,778309
Andrew Vaughn,5.0,400,145,Chicago White Sox,778309
Chase Meidroth,0.0,500,145,Chicago White Sox,778309
Joshua Palacios,1.0,600,145,Chicago White Sox,778309
Michael A. Taylor,0.0,700,145,Chicago White Sox,778309
Luis Robert Jr.,0.0,200,145,Chicago White Sox,778309
Miguel Vargas,2.0,100,145,Chicago White Sox,778309
Lawrence Butler,5.0,100,133,Athletics,778309
Brent Rooker,5.0,200,133,Athletics,778309
Gio Urshela,2.0,800,133,Athletics,778309
Max Muncy,2.0,900,133,Athletics,778309
Tyler Soderstrom,12.0,300,133,Athletics,778309
Miguel Andujar,1.0,600,133,Athletics,778309
Shea Langeliers,7.0,400,133,Athletics,778309
JJ Bleday,1.0,500,133,Athletics,778309
Jacob Wilson,2.0,700,133,Athletics,778309
Lenyn Sosa,2.0,800,145,Chicago White Sox,778294
Greg Jones,0.0,901,145,Chicago White Sox,778294
Nick Maton,0.0,200,145,Chicago White Sox,778294
Omar Narváez,0.0,900,145,Chicago White Sox,778294
Matt Thaiss,0.0,502,145,Chicago White Sox,778294
Andrew Vaughn,1.0,400,145,Chicago White Sox,778294
Brooks Baldwin,3.0,700,145,Chicago White Sox,778294
Chase Meidroth,1.0,600,145,Chicago White Sox,778294
Joshua Palacios,1.0,500,145,Chicago White Sox,778294
Michael A. Taylor,1.0,501,145,Chicago White Sox,778294
Luis Robert Jr.,0.0,300,145,Chicago White Sox,778294
Miguel Vargas,0.0,100,145,Chicago White Sox,778294
Lawrence Butler,1.0,100,133,Athletics,778294
Luis Urías,0.0,700,133,Athletics,778294
Brent Rooker,1.0,200,133,Athletics,778294
Gio Urshela,3.0,800,133,Athletics,778294
Max Muncy,0.0,900,133,Athletics,778294
Tyler Soderstrom,2.0,300,133,Athletics,778294
Miguel Andujar,2.0,600,133,Athletics,778294
Shea Langeliers,0.0,400,133,Athletics,778294
JJ Bleday,5.0,500,133,Athletics,778294
Lenyn Sosa,2.0,500,145,Chicago White Sox,778283
Jacob Amaya,0.0,900,145,Chicago White Sox,778283
Andrew Vaughn,1.0,300,145,Chicago White Sox,778283
Brooks Baldwin,0.0,800,145,Chicago White Sox,778283
Chase Meidroth,0.0,100,145,Chicago White Sox,778283
Edgar Quero,0.0,700,145,Chicago White Sox,778283
Andrew Benintendi,0.0,901,145,Chicago White Sox,778283
Joshua Palacios,0.0,601,145,Chicago White Sox,778283
Michael A. Taylor,0.0,600,145,Chicago White Sox,778283
Luis Robert Jr.,0.0,200,145,Chicago White Sox,778283
Miguel Vargas,1.0,400,145,Chicago White Sox,778283
Lawrence Butler,5.0,100,133,Athletics,778283
Brent Rooker,7.0,400,133,Athletics,778283
Max Schuemann,3.0,900,133,Athletics,778283
Jhonny Pereda,2.0,700,133,Athletics,778283
Seth Brown,0.0,600,133,Athletics,778283
Max Muncy,0.0,800,133,Athletics,778283
Tyler Soderstrom,3.0,300,133,Athletics,778283
JJ Bleday,4.0,500,133,Athletics,778283
Jacob Wilson,5.0,200,133,Athletics,778283
Joey Ortiz,0.0,700,158,Milwaukee Brewers,778261
Jackson Chourio,3.0,200,158,Milwaukee Brewers,778261
Christian Yelich,5.0,300,158,Milwaukee Brewers,778261
Jake Bauers,0.0,600,158,Milwaukee Brewers,778261
Sal Frelick,1.0,500,158,Milwaukee Brewers,778261
Garrett Mitchell,0.0,800,158,Milwaukee Brewers,778261
Caleb Durbin,3.0,900,158,Milwaukee Brewers,778261
William Contreras,2.0,400,158,Milwaukee Brewers,778261
Brice Turang,4.0,100,158,Milwaukee Brewers,778261
Rhys Hoskins,0.0,601,158,Milwaukee Brewers,778261
Lawrence Butler,2.0,100,133,Athletics,778261
Brent Rooker,3.0,200,133,Athletics,778261
Gio Urshela,1.0,800,133,Athletics,778261
Max Muncy,2.0,900,133,Athletics,778261
Tyler Soderstrom,3.0,300,133,Athletics,778261
Miguel Andujar,3.0,700,133,Athletics,778261
Shea Langeliers,0.0,400,133,Athletics,778261
JJ Bleday,1.0,500,133,Athletics,778261
Jacob Wilson,1.0,600,133,Athletics,778261
Joey Ortiz,0.0,800,158,Milwaukee Brewers,778253
Jackson Chourio,0.0,200,158,Milwaukee Brewers,778253
Christian Yelich,0.0,300,158,Milwaukee Brewers,778253
Sal Frelick,1.0,500,158,Milwaukee Brewers,778253
Garrett Mitchell,2.0,700,158,Milwaukee Brewers,778253
Caleb Durbin,1.0,900,158,Milwaukee Brewers,778253
William Contreras,0.0,400,158,Milwaukee Brewers,778253
Brice Turang,1.0,100,158,Milwaukee Brewers,778253
Rhys Hoskins,0.0,600,158,Milwaukee Brewers,778253
Lawrence Butler,1.0,100,133,Athletics,778253
Brent Rooker,3.0,200,133,Athletics,778253
Gio Urshela,0.0,800,133,Athletics,778253
Max Muncy,1.0,900,133,Athletics,778253
Tyler Soderstrom,0.0,300,133,Athletics,778253
Miguel Andujar,2.0,700,133,Athletics,778253
Shea Langeliers,3.0,400,133,Athletics,778253
JJ Bleday,2.0,500,133,Athletics,778253
Jacob Wilson,2.0,600,133,Athletics,778253
Joey Ortiz,2.0,700,158,Milwaukee Brewers,778239
Jackson Chourio,4.0,200,158,Milwaukee Brewers,778239
Christian Yelich,6.0,300,158,Milwaukee Brewers,778239
Isaac Collins,0.0,301,158,Milwaukee Brewers,778239
Sal Frelick,4.0,600,158,Milwaukee Brewers,778239
Caleb Durbin,1.0,900,158,Milwaukee Brewers,778239
Vinny Capra,0.0,101,158,Milwaukee Brewers,778239
William Contreras,4.0,400,158,Milwaukee Brewers,778239
Brice Turang,6.0,100,158,Milwaukee Brewers,778239
Eric Haase,4.0,800,158,Milwaukee Brewers,778239
Rhys Hoskins,9.0,500,158,Milwaukee Brewers,778239
Lawrence Butler,0.0,100,133,Athletics,778239
Luis Urías,1.0,800,133,Athletics,778239
Brent Rooker,0.0,200,133,Athletics,778239
Max Schuemann,0.0,900,133,Athletics,778239
Jhonny Pereda,0.0,101,133,Athletics,778239
Seth Brown,3.0,700,133,Athletics,778239
Max Muncy,0.0,401,133,Athletics,778239
Tyler Soderstrom,0.0,300,133,Athletics,778239
Shea Langeliers,0.0,400,133,Athletics,778239
JJ Bleday,0.0,500,133,Athletics,778239
Jacob Wilson,2.0,600,133,Athletics,778239
Lawrence Butler,3.0,100,133,Athletics,778213
Luis Urías,4.0,900,133,Athletics,778213
Brent Rooker,5.0,200,133,Athletics,778213
Max Schuemann,0.0,802,133,Athletics,778213
Seth Brown,0.0,801,133,Athletics,778213
Gio Urshela,0.0,800,133,Athletics,778213
Tyler Soderstrom,0.0,300,133,Athletics,778213
Miguel Andujar,5.0,500,133,Athletics,778213
Shea Langeliers,1.0,400,133,Athletics,778213
JJ Bleday,3.0,600,133,Athletics,778213
Jacob Wilson,0.0,700,133,Athletics,778213
Jonah Heim,0.0,601,140,Texas Rangers,778213
Wyatt Langford,5.0,200,140,Texas Rangers,778213
Jake Burger,3.0,800,140,Texas Rangers,778213
Leody Taveras,0.0,301,140,Texas Rangers,778213
Joc Pederson,0.0,600,140,Texas Rangers,778213
Corey Seager,3.0,300,140,Texas Rangers,778213
Marcus Semien,7.0,500,140,Texas Rangers,778213
Josh Jung,0.0,700,140,Texas Rangers,778213
Kyle Higashioka,0.0,900,140,Texas Rangers,778213
Josh Smith,4.0,100,140,Texas Rangers,778213
Adolis García,4.0,400,140,Texas Rangers,778213
Lawrence Butler,3.0,100,133,Athletics,778197
Luis Urías,0.0,900,133,Athletics,778197
Brent Rooker,0.0,200,133,Athletics,778197
Seth Brown,0.0,301,133,Athletics,778197
Gio Urshela,3.0,800,133,Athletics,778197
Tyler Soderstrom,3.0,300,133,Athletics,778197
Nick Kurtz,2.0,700,133,Athletics,778197
Shea Langeliers,6.0,400,133,Athletics,778197
JJ Bleday,0.0,500,133,Athletics,778197
Jacob Wilson,3.0,600,133,Athletics,778197
Jonah Heim,1.0,700,140,Texas Rangers,778197
Wyatt Langford,3.0,200,140,Texas Rangers,778197
Jake Burger,0.0,600,140,Texas Rangers,778197
Joc Pederson,1.0,601,140,Texas Rangers,778197
Nick Ahmed,0.0,900,140,Texas Rangers,778197
Dustin Harris,0.0,101,140,Texas Rangers,778197
Marcus Semien,0.0,500,140,Texas Rangers,778197
Josh Jung,1.0,300,140,Texas Rangers,778197
Kyle Higashioka,2.0,800,140,Texas Rangers,778197
Josh Smith,0.0,901,140,Texas Rangers,778197
Kevin Pillar,2.0,100,140,Texas Rangers,778197
Adolis García,1.0,400,140,Texas Rangers,778197
Lawrence Butler,2.0,100,133,Athletics,778192
Luis Urías,2.0,900,133,Athletics,778192
Brent Rooker,0.0,601,133,Athletics,778192
Max Schuemann,1.0,801,133,Athletics,778192
Seth Brown,1.0,600,133,Athletics,778192
Gio Urshela,3.0,800,133,Athletics,778192
Tyler Soderstrom,4.0,300,133,Athletics,778192
Miguel Andujar,0.0,701,133,Athletics,778192
Nick Kurtz,0.0,700,133,Athletics,778192
Shea Langeliers,0.0,400,133,Athletics,778192
JJ Bleday,1.0,500,133,Athletics,778192
Jacob Wilson,3.0,200,133,Athletics,778192
Jonah Heim,3.0,700,140,Texas Rangers,778192
Wyatt Langford,3.0,200,140,Texas Rangers,778192
Jake Burger,0.0,800,140,Texas Rangers,778192
Leody Taveras,3.0,900,140,Texas Rangers,778192
Joc Pederson,0.0,300,140,Texas Rangers,778192
Marcus Semien,0.0,500,140,Texas Rangers,778192
Josh Jung,3.0,600,140,Texas Rangers,778192
Josh Smith,0.0,100,140,Texas Rangers,778192
Adolis García,1.0,400,140,Texas Rangers,778192
Lawrence Butler,0.0,100,133,Athletics,778178
Luis Urías,1.0,900,133,Athletics,778178
Brent Rooker,3.0,200,133,Athletics,778178
Max Schuemann,2.0,901,133,Athletics,778178
Seth Brown,0.0,701,133,Athletics,778178
Gio Urshela,0.0,800,133,Athletics,778178
Tyler Soderstrom,5.0,300,133,Athletics,778178
Nick Kurtz,2.0,700,133,Athletics,778178
Shea Langeliers,0.0,400,133,Athletics,778178
JJ Bleday,3.0,500,133,Athletics,778178
Jacob Wilson,6.0,600,133,Athletics,778178
Lenyn Sosa,3.0,700,145,Chicago White Sox,778178
Nick Maton,3.0,500,145,Chicago White Sox,778178
Jacob Amaya,0.0,101,145,Chicago White Sox,778178
Matt Thaiss,3.0,600,145,Chicago White Sox,778178
Andrew Vaughn,0.0,400,145,Chicago White Sox,778178
Brooks Baldwin,5.0,800,145,Chicago White Sox,778178
Edgar Quero,0.0,102,145,Chicago White Sox,778178
Andrew Benintendi,0.0,300,145,Chicago White Sox,778178
Joshua Palacios,0.0,100,145,Chicago White Sox,778178
Luis Robert Jr.,2.0,200,145,Chicago White Sox,778178
Miguel Vargas,3.0,900,145,Chicago White Sox,778178
Luis Urías,3.0,600,133,Athletics,778165
Brent Rooker,2.0,200,133,Athletics,778165
Max Schuemann,0.0,501,133,Athletics,778165
Jhonny Pereda,0.0,900,133,Athletics,778165
Seth Brown,0.0,201,133,Athletics,778165
Gio Urshela,1.0,800,133,Athletics,778165
Tyler Soderstrom,0.0,300,133,Athletics,778165
Miguel Andujar,3.0,400,133,Athletics,778165
Nick Kurtz,2.0,700,133,Athletics,778165
JJ Bleday,1.0,500,133,Athletics,778165
Jacob Wilson,0.0,100,133,Athletics,778165
Lenyn Sosa,3.0,500,145,Chicago White Sox,778165
Gage Workman,0.0,101,145,Chicago White Sox,778165
Jacob Amaya,1.0,900,145,Chicago White Sox,778165
Andrew Vaughn,2.0,400,145,Chicago White Sox,778165
Brooks Baldwin,2.0,700,145,Chicago White Sox,778165
Bobby Dalbec,2.0,800,145,Chicago White Sox,778165
Edgar Quero,5.0,300,145,Chicago White Sox,778165
Joshua Palacios,0.0,201,145,Chicago White Sox,778165
Michael A. Taylor,8.0,600,145,Chicago White Sox,778165
Luis Robert Jr.,5.0,200,145,Chicago White Sox,778165
Miguel Vargas,3.0,100,145,Chicago White Sox,778165
Lawrence Butler,2.0,100,133,Athletics,778149
Luis Urías,4.0,700,133,Athletics,778149
Brent Rooker,3.0,200,133,Athletics,778149
Max Schuemann,1.0,900,133,Athletics,778149
Seth Brown,0.0,401,133,Athletics,778149
Tyler Soderstrom,0.0,400,133,Athletics,778149
Nick Kurtz,1.0,800,133,Athletics,778149
Shea Langeliers,0.0,300,133,Athletics,778149
JJ Bleday,0.0,600,133,Athletics,778149
Jacob Wilson,1.0,500,133,Athletics,778149
Lenyn Sosa,1.0,700,145,Chicago White Sox,778149
Jacob Amaya,1.0,101,145,Chicago White Sox,778149
Matt Thaiss,1.0,600,145,Chicago White Sox,778149
Andrew Vaughn,1.0,500,145,Chicago White Sox,778149
Brooks Baldwin,1.0,800,145,Chicago White Sox,778149
Edgar Quero,1.0,400,145,Chicago White Sox,778149
Andrew Benintendi,0.0,200,145,Chicago White Sox,778149
Joshua Palacios,4.0,100,145,Chicago White Sox,778149
Michael A. Taylor,0.0,401,145,Chicago White Sox,778149
Luis Robert Jr.,2.0,300,145,Chicago White Sox,778149
Miguel Vargas,1.0,900,145,Chicago White Sox,778149
Jonah Heim,3.0,400,140,Texas Rangers,778143
Wyatt Langford,0.0,300,140,Texas Rangers,778143
Hoby Milner,0.0,202,140,Texas Rangers,778143
Jake Burger,1.0,800,140,Texas Rangers,778143
Joc Pederson,0.0,201,140,Texas Rangers,778143
Dustin Harris,0.0,801,140,Texas Rangers,778143
Marcus Semien,1.0,500,140,Texas Rangers,778143
Josh Jung,1.0,600,140,Texas Rangers,778143
Kyle Higashioka,2.0,200,140,Texas Rangers,778143
Josh Smith,0.0,900,140,Texas Rangers,778143
Kevin Pillar,0.0,100,140,Texas Rangers,778143
Adolis García,0.0,700,140,Texas Rangers,778143
Lawrence Butler,0.0,600,133,Athletics,778143
Luis Urías,0.0,700,133,Athletics,778143
Brent Rooker,1.0,200,133,Athletics,778143
Max Schuemann,1.0,900,133,Athletics,778143
Gio Urshela,2.0,800,133,Athletics,778143
Tyler Soderstrom,3.0,300,133,Athletics,778143
Miguel Andujar,2.0,500,133,Athletics,778143
Shea Langeliers,1.0,400,133,Athletics,778143
JJ Bleday,1.0,801,133,Athletics,778143
Jacob Wilson,1.0,100,133,Athletics,778143
Jonah Heim,5.0,400,140,Texas Rangers,778122
Wyatt Langford,5.0,100,140,Texas Rangers,778122
Jake Burger,6.0,800,140,Texas Rangers,778122
Leody Taveras,5.0,900,140,Texas Rangers,778122
Nick Ahmed,1.0,201,140,Texas Rangers,778122
Dustin Harris,0.0,101,140,Texas Rangers,778122
Marcus Semien,6.0,500,140,Texas Rangers,778122
Josh Jung,3.0,600,140,Texas Rangers,778122
Kyle Higashioka,4.0,300,140,Texas Rangers,778122
Josh Smith,6.0,200,140,Texas Rangers,778122
Adolis García,7.0,700,140,Texas Rangers,778122
Lawrence Butler,1.0,100,133,Athletics,778122
Luis Urías,1.0,600,133,Athletics,778122
Brent Rooker,2.0,200,133,Athletics,778122
Max Schuemann,1.0,900,133,Athletics,778122
Seth Brown,1.0,301,133,Athletics,778122
Gio Urshela,0.0,800,133,Athletics,778122
Tyler Soderstrom,0.0,300,133,Athletics,778122
Nick Kurtz,1.0,700,133,Athletics,778122
Shea Langeliers,5.0,400,133,Athletics,778122
JJ Bleday,0.0,500,133,Athletics,778122
Jonah Heim,1.0,800,140,Texas Rangers,778106
Wyatt Langford,0.0,100,140,Texas Rangers,778106
Jake Burger,0.0,300,140,Texas Rangers,778106
Leody Taveras,1.0,900,140,Texas Rangers,778106
Joc Pederson,1.0,400,140,Texas Rangers,778106
Marcus Semien,2.0,500,140,Texas Rangers,778106
Josh Jung,2.0,600,140,Texas Rangers,778106
Josh Smith,1.0,200,140,Texas Rangers,778106
Adolis García,3.0,700,140,Texas Rangers,778106
Lawrence Butler,7.0,100,133,Athletics,778106
Luis Urías,1.0,700,133,Athletics,778106
Brent Rooker,5.0,400,133,Athletics,778106
Seth Brown,1.0,301,133,Athletics,778106
Gio Urshela,0.0,900,133,Athletics,778106
Tyler Soderstrom,1.0,300,133,Athletics,778106
Nick Kurtz,1.0,600,133,Athletics,778106
Shea Langeliers,3.0,500,133,Athletics,778106
JJ Bleday,3.0,800,133,Athletics,778106
Jacob Wilson,3.0,200,133,Athletics,778106
Jonah Heim,0.0,400,140,Texas Rangers,778096
Wyatt Langford,1.0,200,140,Texas Rangers,778096
Jake Burger,1.0,700,140,Texas Rangers,778096
Tucker Barnhart,0.0,900,140,Texas Rangers,778096
Leody Taveras,0.0,101,140,Texas Rangers,778096
Nick Ahmed,0.0,800,140,Texas Rangers,778096
Marcus Semien,1.0,500,140,Texas Rangers,778096
Josh Jung,0.0,300,140,Texas Rangers,778096
Josh Smith,0.0,801,140,Texas Rangers,778096
Kevin Pillar,0.0,100,140,Texas Rangers,778096
Adolis García,0.0,600,140,Texas Rangers,778096
Lawrence Butler,0.0,100,133,Athletics,778096
Luis Urías,2.0,700,133,Athletics,778096
Brent Rooker,1.0,400,133,Athletics,778096
Max Schuemann,1.0,801,133,Athletics,778096
Jhonny Pereda,0.0,900,133,Athletics,778096
Tyler Soderstrom,3.0,300,133,Athletics,778096
Miguel Andujar,3.0,500,133,Athletics,778096
Nick Kurtz,1.0,800,133,Athletics,778096
JJ Bleday,0.0,600,133,Athletics,778096
Jacob Wilson,3.0,200,133,Athletics,778096
Dane Myers,3.0,900,146,Miami Marlins,778091
Eric Wagaman,3.0,400,146,Miami Marlins,778091
Javier Sanoja,0.0,701,146,Miami Marlins,778091
Xavier Edwards,1.0,100,146,Miami Marlins,778091
Kyle Stowers,1.0,200,146,Miami Marlins,778091
Liam Hicks,0.0,800,146,Miami Marlins,778091
Agustín Ramírez,1.0,300,146,Miami Marlins,778091
Connor Norby,0.0,600,146,Miami Marlins,778091
Otto Lopez,0.0,700,146,Miami Marlins,778091
Matt Mervis,0.0,500,146,Miami Marlins,778091
Luis Urías,2.0,700,133,Athletics,778091
Brent Rooker,0.0,300,133,Athletics,778091
Seth Brown,4.0,600,133,Athletics,778091
Gio Urshela,1.0,900,133,Athletics,778091
Tyler Soderstrom,1.0,200,133,Athletics,778091
Nick Kurtz,2.0,800,133,Athletics,778091
Shea Langeliers,1.0,400,133,Athletics,778091
JJ Bleday,6.0,500,133,Athletics,778091
Jacob Wilson,1.0,100,133,Athletics,778091
Dane Myers,1.0,700,146,Miami Marlins,778075
Ronny Simon,3.0,900,146,Miami Marlins,778075
Eric Wagaman,0.0,400,146,Miami Marlins,778075
Javier Sanoja,5.0,800,146,Miami Marlins,778075
Xavier Edwards,2.0,100,146,Miami Marlins,778075
Kyle Stowers,10.0,200,146,Miami Marlins,778075
Agustín Ramírez,0.0,300,146,Miami Marlins,778075
Connor Norby,0.0,600,146,Miami Marlins,778075
Matt Mervis,1.0,500,146,Miami Marlins,778075
Lawrence Butler,1.0,100,133,Athletics,778075
Luis Urías,4.0,700,133,Athletics,778075
Brent Rooker,4.0,200,133,Athletics,778075
Max Schuemann,0.0,901,133,Athletics,778075
Gio Urshela,3.0,900,133,Athletics,778075
Tyler Soderstrom,1.0,300,133,Athletics,778075
Nick Kurtz,1.0,800,133,Athletics,778075
Shea Langeliers,0.0,400,133,Athletics,778075
JJ Bleday,5.0,500,133,Athletics,778075
Jacob Wilson,4.0,600,133,Athletics,778075
Dane Myers,3.0,600,146,Miami Marlins,778061
Ronny Simon,0.0,800,146,Miami Marlins,778061
Eric Wagaman,0.0,300,146,Miami Marlins,778061
Javier Sanoja,0.0,900,146,Miami Marlins,778061
Xavier Edwards,1.0,100,146,Miami Marlins,778061
Kyle Stowers,2.0,500,146,Miami Marlins,778061
Nick Fortes,1.0,700,146,Miami Marlins,778061
Jesús Sánchez,0.0,801,146,Miami Marlins,778061
Agustín Ramírez,0.0,200,146,Miami Marlins,778061
Connor Norby,2.0,400,146,Miami Marlins,778061
Lawrence Butler,2.0,100,133,Athletics,778061
Luis Urías,0.0,700,133,Athletics,778061
Brent Rooker,0.0,200,133,Athletics,778061
Max Schuemann,0.0,802,133,Athletics,778061
Jhonny Pereda,1.0,900,133,Athletics,778061
Seth Brown,0.0,801,133,Athletics,778061
Gio Urshela,3.0,800,133,Athletics,778061
Tyler Soderstrom,2.0,701,133,Athletics,778061
Miguel Andujar,2.0,400,133,Athletics,778061
Nick Kurtz,3.0,600,133,Athletics,778061
JJ Bleday,0.0,300,133,Athletics,778061
Jacob Wilson,3.0,500,133,Athletics,778061
Lawrence Butler,2.0,100,133,Athletics,778038
Luis Urías,3.0,900,133,Athletics,778038
Brent Rooker,3.0,200,133,Athletics,778038
Max Schuemann,0.0,401,133,Athletics,778038
Seth Brown,1.0,402,133,Athletics,778038
Gio Urshela,0.0,403,133,Athletics,778038
Tyler Soderstrom,2.0,300,133,Athletics,778038
Miguel Andujar,1.0,400,133,Athletics,778038
Nick Kurtz,2.0,800,133,Athletics,778038
Shea Langeliers,4.0,500,133,Athletics,778038
JJ Bleday,3.0,600,133,Athletics,778038
Jacob Wilson,6.0,700,133,Athletics,778038
Rhylan Thomas,1.0,900,136,Seattle Mariners,778038
Donovan Solano,0.0,502,136,Seattle Mariners,778038
J.P. Crawford,3.0,100,136,Seattle Mariners,778038
Casey Legumina,0.0,902,136,Seattle Mariners,778038
Rowdy Tellez,4.0,500,136,Seattle Mariners,778038
Cal Raleigh,2.0,400,136,Seattle Mariners,778038
Samad Taylor,0.0,501,136,Seattle Mariners,778038
Miles Mastrobuoni,3.0,600,136,Seattle Mariners,778038
Mitch Garver,0.0,901,136,Seattle Mariners,778038
Leo Rivas,0.0,800,136,Seattle Mariners,778038
Julio Rodríguez,0.0,300,136,Seattle Mariners,778038
Ben Williamson,4.0,700,136,Seattle Mariners,778038
Jorge Polanco,3.0,200,136,Seattle Mariners,778038
Lawrence Butler,0.0,100,133,Athletics,778024
Luis Urías,0.0,900,133,Athletics,778024
Brent Rooker,6.0,200,133,Athletics,778024
Max Schuemann,0.0,401,133,Athletics,778024
Seth Brown,0.0,402,133,Athletics,778024
Tyler Soderstrom,3.0,300,133,Athletics,778024
Miguel Andujar,4.0,400,133,Athletics,778024
Nick Kurtz,1.0,800,133,Athletics,778024
Shea Langeliers,1.0,500,133,Athletics,778024
JJ Bleday,0.0,600,133,Athletics,778024
Jacob Wilson,1.0,700,133,Athletics,778024
Donovan Solano,1.0,700,136,Seattle Mariners,778024
